name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
Hunger2Eat,Yes,No,3.7,26,BTM,Quick Bites,Biryani,"Biryani, Fast Food, North Indian",400.0,Delivery,JP Nagar
New Udupi Upahar,Yes,No,3.5,23,Jayanagar,Quick Bites,Biryani,"South Indian, North Indian",300.0,Delivery,JP Nagar
Marenahalli Donne Biriyani,Yes,No,3.9,261,JP Nagar,Quick Bites,Biryani,"Biryani, Fast Food",300.0,Delivery,JP Nagar
Andhra Bhojanam,Yes,No,3.2,23,BTM,"Takeaway, Delivery",Biryani,"Andhra, Biryani, North Indian",600.0,Delivery,JP Nagar
Alankrutha,Yes,No,3.9,258,BTM,Casual Dining,"Chicken Biryani, Hyderabadi Biryani, Dum Biryani","Andhra, Biryani, North Indian, Chinese",500.0,Delivery,JP Nagar
Chatter Platter,Yes,No,3.4,30,BTM,Quick Bites,Biryani,"Street Food, North Indian",300.0,Delivery,JP Nagar
New Mogul Empire,Yes,No,3.3,6,JP Nagar,Quick Bites,Biryani,"North Indian, Chinese",300.0,Delivery,JP Nagar
Biryani Nights,Yes,No,3.6,19,Bannerghatta Road,Quick Bites,Biryani,"South Indian, North Indian, Chinese",400.0,Delivery,JP Nagar
Meghana Foods,Yes,No,4.5,4432,Jayanagar,Casual Dining,"Chicken Boneless Biryani, Hyderabadi Biryani, Paneer Biryani, Tandoori Chicken, Vegetable Biryani, Chicken Kebab, Raita","Biryani, North Indian, Chinese",600.0,Delivery,JP Nagar
Bottle Breacher,No,Yes,4.1,1195,JP Nagar,"Casual Dining, Pub","Chicken Biryani, Mocktails, Pizza, Cocktails, Pork Ribs, Beer, Nachos","Italian, Continental",1200.0,Delivery,JP Nagar
Litti Twist,Yes,No,4.2,465,BTM,Quick Bites,"Litti, Liti Chokha, Lassi, Tea, Paratha, Thali, Chai","North Indian, Bihari",300.0,Delivery,JP Nagar
Hotel Smile,Yes,No,3.1,6,Jayanagar,Casual Dining,Biryani,"North Indian, Chinese",550.0,Delivery,JP Nagar
Just Chill,Yes,No,3.4,54,BTM,Beverage Shop,Biryani,Beverages,250.0,Delivery,JP Nagar
Velvet Kitchen,Yes,No,3.5,15,Bannerghatta Road,Casual Dining,Biryani,"North Indian, Chinese",600.0,Delivery,JP Nagar
Mirch Masala,Yes,No,3.4,6,JP Nagar,Quick Bites,Biryani,North Indian,500.0,Delivery,JP Nagar
The Airos,Yes,No,4.1,130,Jayanagar,Cafe,"Pizza, Pasta, Nachos, Burgers, Sandwich, Tea, Cheese Balls","Cafe, Italian, Pizza",650.0,Delivery,JP Nagar
Hot Rolls & House Of Kebabs,Yes,No,3.1,55,JP Nagar,Quick Bites,Biryani,"Rolls, Kebab, Biryani",200.0,Delivery,JP Nagar
Kulkarni's New Uttara Karnataka Food Speciality Stores,Yes,No,3.4,6,JP Nagar,Quick Bites,Biryani,South Indian,250.0,Delivery,JP Nagar
Parisar Veg Restaurant,Yes,No,3.6,65,Bommanahalli,Casual Dining,"Masala Dosa, Vada","Chinese, North Indian, South Indian",400.0,Delivery,JP Nagar
Petoo,Yes,No,4.0,23,BTM,Quick Bites,Biryani,"North Indian, Fast Food, Beverages",400.0,Delivery,JP Nagar
Andhra Kitchen,Yes,No,4.0,187,BTM,Quick Bites,Biryani,"Andhra, Biryani",400.0,Delivery,JP Nagar
1441 Pizzeria,Yes,No,4.1,138,JP Nagar,Casual Dining,"Hot Chocolate, Masala Lemonade, Gourmet Pizza, Nutella Pizza, Jalapeno Poppers, Thin Crust Pizza, Wood Fire Pizza","Pizza, Salad",800.0,Delivery,JP Nagar
Midnight Mania,Yes,No,4.1,601,BTM,Quick Bites,"Peri Peri Chicken, Chicken Pizza, White Pasta, Kit Kat Shake","Pizza, Italian, Beverages",700.0,Delivery,JP Nagar
Chilld Monk,Yes,No,3.5,8,BTM,Dessert Parlor,Biryani,"Desserts, Ice Cream",250.0,Delivery,JP Nagar
Tangra Indo - Chinese Cuisine,Yes,No,3.6,29,Jayanagar,Food Court,Biryani,"Chinese, Thai",400.0,Delivery,JP Nagar
Churchill's,Yes,Yes,4.1,1405,JP Nagar,"Casual Dining, Pub","Cocktails, Pasta, Hara Bhara Kebab, Peppy Paneer, Paneer Pizza, Peri Peri Prawn, Fiery Paneer","North Indian, Continental",1100.0,Delivery,JP Nagar
AM WOW,Yes,No,3.4,6,Jayanagar,Beverage Shop,Biryani,Beverages,100.0,Delivery,JP Nagar
Prems Graama Bhojanam,Yes,No,4.3,325,Jayanagar,Casual Dining,"Veg Thali, Matka Kulfi, Pongal, Buttermilk, Vada, Ragi Mudde, Curd Rice",South Indian,400.0,Delivery,JP Nagar
Fish And Dish,Yes,No,3.7,23,JP Nagar,Quick Bites,Biryani,"Mangalorean, Chinese",350.0,Delivery,JP Nagar
Sri Sankara Cafe,Yes,No,3.6,26,BTM,Quick Bites,Biryani,South Indian,100.0,Delivery,JP Nagar
Ramji Chaiwale,Yes,No,3.6,20,Jayanagar,Quick Bites,Biryani,"Beverages, Fast Food",250.0,Delivery,JP Nagar
Mist n Creams,Yes,No,3.7,15,Bannerghatta Road,Dessert Parlor,Biryani,Ice Cream,400.0,Delivery,JP Nagar
Fudge,Yes,No,3.2,12,Jayanagar,Dessert Parlor,Biryani,"Desserts, Momos",200.0,Delivery,JP Nagar
Chicken Man,Yes,Yes,3.8,72,JP Nagar,Quick Bites,"Chicken Grill, Roast Chicken, Chicken Wings, Sweet Potato Mash, Pulled Chicken Burger, Sweet Potato Fries","Roast Chicken, Burger",400.0,Delivery,JP Nagar
Quench The Juice Lounge,Yes,No,3.6,18,Jayanagar,Beverage Shop,Biryani,"Beverages, Juices, Ice Cream",150.0,Delivery,JP Nagar
Khana Khazana,Yes,No,3.7,22,Bannerghatta Road,Delivery,Biryani,North Indian,400.0,Delivery,JP Nagar
Momo Junction,Yes,No,3.8,87,Bannerghatta Road,"Takeaway, Delivery",Biryani,"Fast Food, Momos",100.0,Delivery,JP Nagar
Eat Repeat Express,Yes,No,3.2,20,JP Nagar,Casual Dining,Biryani,"North Indian, South Indian, Chinese, Biryani, Mexican",700.0,Delivery,JP Nagar
Food Ka Masti,Yes,No,3.2,45,Bannerghatta Road,Delivery,Biryani,"North Indian, Chinese, South Indian",400.0,Delivery,JP Nagar
Zaitoon Lassi Cafe,Yes,No,3.5,5,BTM,Quick Bites,Biryani,"Cafe, Burger, Sandwich, Beverages",150.0,Delivery,JP Nagar
Manjushree Upahara,Yes,No,3.8,32,Bannerghatta Road,Quick Bites,Biryani,South Indian,150.0,Delivery,JP Nagar
New South Corner,Yes,No,3.7,20,BTM,Quick Bites,Biryani,"South Indian, North Indian, Chinese",300.0,Delivery,JP Nagar
Brews N Bites,Yes,No,2.7,50,Bannerghatta Road,"Quick Bites, Cafe",Thin Crust Pizza,"Chinese, Fast Food, Cafe, Street Food, Finger Food",650.0,Delivery,JP Nagar
Euki,Yes,Yes,4.1,553,Jayanagar,Casual Dining,"Pasta, Pizza, Nachos, Tiramisu, Peri Peri Fries, Mexican Bowl, Mocktails","Italian, Mexican",900.0,Delivery,JP Nagar
Anand Donne Biriyani,Yes,No,3.7,46,Jayanagar,Quick Bites,Biryani,Biryani,200.0,Delivery,JP Nagar
Sea Spice by 7 Star,Yes,Yes,4.0,350,Banashankari,Casual Dining,"Sea Food, Neer Dosa, Anjal Masala Fry, Coconut Pudding, Chicken Biryani, Roti, Fish Curry","Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200.0,Delivery,JP Nagar
Cafe Vivacity,Yes,No,3.8,90,Banashankari,Cafe,"Garlic Bread, Burgers, Sandwiches, Pizza, Hot Chocolate Fudge, Waffles, Potato Wedges",Cafe,650.0,Delivery,JP Nagar
Aramane Donne Biriyani,Yes,No,3.9,191,BTM,Quick Bites,"Egg Biryani, Donne Biryani","Biryani, Fast Food",300.0,Delivery,JP Nagar
Vidya Cafe,Yes,No,3.2,4,JP Nagar,Quick Bites,Biryani,"Burger, Fast Food, Desserts, Sandwich",300.0,Delivery,JP Nagar
Woody's,Yes,No,2.6,208,JP Nagar,Casual Dining,"Curd Rice, Pongal, Coffee, Thali, Noodles, Pav Bhaji, Masala Dosa","Chinese, South Indian, North Indian",650.0,Delivery,JP Nagar
Cupcake Bliss,Yes,No,3.5,11,BTM,Delivery,Biryani,Bakery,250.0,Delivery,JP Nagar
SLV Upachar,Yes,No,3.1,14,Kumaraswamy Layout,Quick Bites,Biryani,"South Indian, Chinese, Street Food",250.0,Delivery,JP Nagar
Goa 0 Km,Yes,Yes,3.6,164,Kumaraswamy Layout,Casual Dining,"Sea Food, Crab Meat, Crab Soup, Fish Curry, Chicken Cafreal, Butter Naan, Butter Chicken","Goan, Seafood, North Indian, Chinese, Biryani",800.0,Delivery,JP Nagar
Garma Garam,Yes,No,3.2,146,Bannerghatta Road,Quick Bites,"Chicken Biryani, Butter Chicken","North Indian, Chinese, Biryani, Rolls",350.0,Delivery,JP Nagar
Coffee Tindi,Yes,No,3.8,75,Banashankari,"Cafe, Quick Bites",Biryani,"Cafe, South Indian",200.0,Delivery,JP Nagar
Chaitanya Cafe,Yes,No,3.9,92,JP Nagar,Quick Bites,"Coffee, Pav Bhaji, Masala Dosa, Vada Sambar","South Indian, North Indian, Fast Food",300.0,Delivery,JP Nagar
Kalpavriksha Upahara,Yes,No,3.9,126,Jayanagar,Quick Bites,Coffee,"South Indian, North Indian, Chinese",400.0,Delivery,JP Nagar
Caffe Pascucci,Yes,Yes,4.0,790,JP Nagar,Casual Dining,"Coffee, Cappuccino, Sandwiches, Salads, Asparagus Soup, Woodfire Pizza, Bruschettas","Continental, Italian, Beverages",1300.0,Delivery,JP Nagar
Chocoberry,Yes,No,3.5,56,Jayanagar,Dessert Parlor,"Waffles, Cup Cake, Chocolate Cake","Ice Cream, Desserts, Beverages",400.0,Delivery,JP Nagar
Sattvam,No,No,4.3,357,JP Nagar,Casual Dining,"Noodles, Veg Buffet, Mango Juice, White Pasta, Panipuri, Thin Crust Pizza, Dal Makhani","North Indian, South Indian",1200.0,Delivery,JP Nagar
The Grillo,Yes,Yes,2.8,80,Jayanagar,Casual Dining,Biryani,"North Indian, Mughlai, Chinese, South Indian, Mangalorean",700.0,Delivery,JP Nagar
Hotel Annapoorna,Yes,No,3.2,9,Bannerghatta Road,Quick Bites,Biryani,"South Indian, Chinese, North Indian, Seafood",400.0,Delivery,JP Nagar
Eatery Have U Been,Yes,No,3.4,35,BTM,"Cafe, Quick Bites",Biryani,"Cafe, Chinese, Fast Food, Burger, North Indian",500.0,Delivery,JP Nagar
Birinz,Yes,No,4.1,295,BTM,Casual Dining,"Chicken Boneless Biryani, Hyderabadi Biryani, Egg Chilli, Butter Chicken, Tomato Soup, Mutton Biryani, Paneer Biryani","Biryani, Chinese, Mughlai, Fast Food, Kebab",700.0,Delivery,JP Nagar
Paratha Merchant,Yes,No,3.1,39,Kumaraswamy Layout,Quick Bites,Biryani,North Indian,300.0,Delivery,JP Nagar
Waah Biryani,No,No,3.8,117,JP Nagar,Quick Bites,"Biryani, Butter Chicken, Chicken Wings, Tandoori Chicken, Chicken Grill, Arabian Grape Juice","North Indian, Chinese, Biryani",350.0,Delivery,JP Nagar
Mangalore Pearl,Yes,No,3.8,243,Jayanagar,Casual Dining,"Neer Dosa, Sea Food, Ghee Rice, Marwai Sukka, Egg Biryani, Kori Roti, Thai Fish","Mangalorean, Seafood, Chinese, Biryani",650.0,Delivery,JP Nagar
Andhra Ruchulu,Yes,Yes,4.2,1432,JP Nagar,Casual Dining,"Paneer Tikka, Bhuna Gosht, Andhra Meal, Chicken Biryani, Chicken Guntur, Chicken Sholey Kebab, Andhra Biryani","Andhra, North Indian",800.0,Delivery,JP Nagar
Khan's Biryani,Yes,No,3.0,11,BTM,Quick Bites,Biryani,"Biryani, North Indian",300.0,Delivery,JP Nagar
Smoke - The Sizzler House,Yes,No,3.8,95,Bannerghatta Road,Food Court,"Potato Wedges, Chicken Sizzler, Garlic Bread, Vanilla Ice Cream, Pasta, French Fries","Continental, Chinese, Thai, Italian, BBQ, Steak",1100.0,Delivery,JP Nagar
Tasty Jigarthanda,Yes,No,3.4,10,BTM,Beverage Shop,Biryani,"Beverages, Ice Cream",150.0,Delivery,JP Nagar
Hyderabad Biryaani House,Yes,No,3.6,798,Bannerghatta Road,Casual Dining,"Chicken Biryani, Hyderabadi Biryani, Raita, Mutton Biryani, Vegetable Biryani, Butter Chicken, Basmati Rice","Biryani, North Indian, Chinese",550.0,Delivery,JP Nagar
Shree Udupi Grand,Yes,No,3.8,14,Jayanagar,Casual Dining,Biryani,"South Indian, North Indian, Chinese",600.0,Delivery,JP Nagar
The Blue Wagon - Kitchen,Yes,No,4.6,233,Jayanagar,Cafe,"Pizza, Nachos, Garlic Maggi, Cheese Maggi, Burgers, Bruschetta Bites, Cottage Cheese Sandwich","Cafe, Beverages",400.0,Delivery,JP Nagar
Gyani Da Punjabi Dhaba,Yes,No,3.9,1189,BTM,Quick Bites,"Lassi, Paratha, Paneer Parantha, Butter Chicken, Punjabi Chicken, Shahi Paneer, Chicken Kolhapuri","North Indian, Chinese",500.0,Delivery,JP Nagar
Willys Top Cafe,Yes,No,4.0,310,Jayanagar,Cafe,"Coffee Shake, Pasta, Buffalo Wings, Sandwich, Chicken Wings, Burgers, Fries","Cafe, Continental, Asian",750.0,Delivery,JP Nagar
Rajanna Military Hotel,Yes,No,4.1,166,Jayanagar,Quick Bites,"Biryani, Chicken Curry, Paya Soup, Paratha, Mutton Keema, Chicken Guntur, Pepper Chicken","Biryani, Fast Food",400.0,Delivery,JP Nagar
RSS Donne Biryani,Yes,No,3.3,59,BTM,Quick Bites,Biryani,Biryani,300.0,Delivery,JP Nagar
Ice Stone Creamery,Yes,No,3.7,42,Jayanagar,Dessert Parlor,Biryani,"Desserts, Ice Cream",400.0,Delivery,JP Nagar
New Friends,Yes,No,3.8,273,BTM,Casual Dining,"Fritters, Lasagne, Biryani, Fish, Pasta, Draught Beer, Hot Pot","North Indian, Continental, Chinese, Steak",900.0,Delivery,JP Nagar
Hotel Aradhana,Yes,No,3.7,51,Bannerghatta Road,Quick Bites,"Akki Rottis, Neer Dosa",North Indian,300.0,Delivery,JP Nagar
The Trundle,Yes,No,3.7,133,Jayanagar,Casual Dining,"Salad, Mocktails, Chocolava, Pesto Pasta, Momos, Jasmine Rice, Tom Yum Soup","Chinese, Thai, Continental, North Indian",700.0,Delivery,JP Nagar
Biryani Junction,Yes,No,2.3,298,Bommanahalli,Quick Bites,"Raita, Vegetable Biryani, Biryani Combo","Biryani, North Indian, Chinese",450.0,Delivery,JP Nagar
Atithi Biryani Corner,Yes,No,3.3,4,JP Nagar,Quick Bites,Biryani,"Biryani, South Indian",200.0,Delivery,JP Nagar
Freeze It,Yes,No,3.6,6,BTM,Dessert Parlor,Biryani,Ice Cream,300.0,Delivery,JP Nagar
Anjappar,No,No,3.1,97,JP Nagar,Casual Dining,"Biryani, Appam, Butter Naan","Chettinad, South Indian",650.0,Delivery,JP Nagar
Hyderabadi Bawarchi,Yes,No,3.2,136,Bannerghatta Road,Casual Dining,"Raita, Vegetable Biryani, Hyderabadi Biryani, Chicken Curry, Chicken Biryani","North Indian, Chinese, Biryani",500.0,Delivery,JP Nagar
Dining Hut,Yes,No,3.5,10,Kumaraswamy Layout,Quick Bites,Biryani,"North Indian, Chinese, South Indian",400.0,Delivery,JP Nagar
Ice Land,Yes,No,3.6,34,JP Nagar,Dessert Parlor,"Prompt Service, Friendly Staff","Ice Cream, Desserts",300.0,Delivery,JP Nagar
Vivi's Food Joint,Yes,No,3.7,21,Kumaraswamy Layout,Quick Bites,Biryani,"North Indian, Fast Food, Beverages",250.0,Delivery,JP Nagar
Desi Swaad,Yes,No,3.5,11,Kumaraswamy Layout,Quick Bites,Biryani,North Indian,400.0,Delivery,JP Nagar
Kesariya,No,Yes,4.2,1242,JP Nagar,Casual Dining,"Kheer, Panipuri, Rajasthani Thali, Fruit Cream, Kulfi, Dal Bati, Shrikhand",Rajasthani,1200.0,Delivery,JP Nagar
Rara Avis,No,No,3.9,61,JP Nagar,"Takeaway, Delivery",Chicken Curry,"Kerala, Seafood, Biryani, Desserts",400.0,Delivery,JP Nagar
Chillz,No,No,3.5,12,JP Nagar,Quick Bites,Biryani,"Fast Food, Juices, Street Food",100.0,Delivery,JP Nagar
Muddhe Bytes,Yes,No,3.6,30,Bannerghatta Road,Quick Bites,Biryani,"South Indian, Biryani",300.0,Delivery,JP Nagar
Funky Punjab,Yes,No,3.8,129,BTM,Quick Bites,"Dal Makhani, Roti, Panneer Butter Masala, Lassi, Kulcha, Masala Papad, Butter Chicken","North Indian, Chinese",400.0,Delivery,JP Nagar
Donne Biriyani Mane,Yes,No,3.1,73,Kumaraswamy Layout,Quick Bites,Biryani,"Biryani, Kebab",300.0,Delivery,JP Nagar
Srikrishna Bhavan,Yes,No,3.8,42,Banashankari,Quick Bites,"Roti, Masala Dosa","South Indian, North Indian, Chinese",300.0,Delivery,JP Nagar
Once In Nature,Yes,No,3.7,37,JP Nagar,Quick Bites,Biryani,Healthy Food,300.0,Delivery,JP Nagar
Yummerica Fries,No,No,3.2,16,BTM,Quick Bites,Biryani,"Fast Food, Beverages",300.0,Delivery,JP Nagar
The Chaat Shop,No,No,3.2,9,BTM,Quick Bites,Biryani,Street Food,100.0,Delivery,JP Nagar
D View Cafe,Yes,No,4.0,516,JP Nagar,"Cafe, Quick Bites","Chicken Lollipop, Fried Cheese, Pasta Alfredo, Dragon Rolls, Chicken Pakora, Burgers, Chicken Wings","Cafe, Italian, Chinese, Beverages",1000.0,Delivery,JP Nagar
Biriyani Bhatti,Yes,No,3.8,30,BTM,Quick Bites,Biryani,"Chinese, Hyderabadi, North Indian",400.0,Delivery,JP Nagar
Multi Cakes,No,No,3.8,72,JP Nagar,Bakery,Chocolate Cake,"Bakery, Desserts",200.0,Delivery,JP Nagar
Veruthe Oru Thattukada,Yes,No,3.6,29,BTM,Quick Bites,Biryani,"Kerala, South Indian",400.0,Delivery,JP Nagar
Dakshin Cafe,Yes,No,3.7,28,Kumaraswamy Layout,Quick Bites,Biryani,South Indian,100.0,Delivery,JP Nagar
Apsara Ice Cream,No,No,4.3,251,JP Nagar,Dessert Parlor,"Panipuri, Kulfi, Sitaphal Ice Cream, Guava Ice Cream, Coffee","Ice Cream, Desserts",200.0,Delivery,JP Nagar
Shuddh Desi Khana,Yes,No,4.1,600,Bannerghatta Road,Quick Bites,"Paratha, Chicken Kebab, Biryani, Lassi, Butter Chicken, Veg Kolhapuri, Pahari Chicken",North Indian,400.0,Delivery,JP Nagar
Daal Roti,Yes,No,2.9,35,Kumaraswamy Layout,Quick Bites,Biryani,"North Indian, Chinese",250.0,Delivery,JP Nagar
Akshaya Donne Biriyani,Yes,No,3.0,39,JP Nagar,Quick Bites,Biryani,"Biryani, South Indian, Kebab",300.0,Delivery,JP Nagar
Basmati Delights,Yes,No,4.0,869,BTM,Delivery,"Tandoori Chicken, Mutton Biryani, Andhra Biryani, Raita, Hyderabadi Dum Biryani, Chicken Boneless Biryani, Vegetable Biryani","Biryani, Chinese, Mughlai, Fast Food, Kebab",500.0,Delivery,JP Nagar
UBQ By Barbeque Nation,Yes,No,3.4,9,JP Nagar,Delivery,Biryani,"North Indian, BBQ, Biryani, Kebab",450.0,Delivery,JP Nagar
Dosa Bazaar,Yes,No,4.0,113,JP Nagar,Quick Bites,"Cheese Dosa, Tea, Pizza Dosa","Street Food, South Indian",200.0,Delivery,JP Nagar
Mudpipe Cafe,Yes,Yes,3.9,728,JP Nagar,Cafe,"Coffee, Pizza, Nachos, Kit Kat Shake, Garlic Bread, Mexican Rice, Burgers","Cafe, Continental, North Indian",800.0,Delivery,JP Nagar
Hum Biryani,Yes,No,3.4,17,BTM,Delivery,Biryani,"Biryani, North Indian",600.0,Delivery,JP Nagar
The Krishna Grand,Yes,No,3.9,891,Banashankari,Casual Dining,"Spring Dosa, Coffee, Spring Roll, Masala Papad, Rava Idli, Panneer Butter Masala, Chaat","North Indian, South Indian, Chinese, Fast Food, Juices",750.0,Delivery,JP Nagar
Dev's Gugababa,Yes,No,3.5,177,BTM,Quick Bites,"Fish, Rasmalai, Doi Katla, Aalo Bhaja, Bhetki Paturi, Chicken Kasha, Aloo Posto","Bengali, North Indian, Chinese",500.0,Delivery,JP Nagar
New Gongura's,Yes,No,3.7,44,BTM,Casual Dining,Biryani,"Andhra, Biryani, North Indian, Chinese",550.0,Delivery,JP Nagar
Rayaan's BBQ,Yes,No,3.3,6,BTM,Quick Bites,Biryani,"North Indian, BBQ",350.0,Delivery,JP Nagar
Krishna Vijayashree,Yes,No,3.5,13,Bannerghatta Road,Casual Dining,Biryani,"Biryani, North Indian, Chinese",700.0,Delivery,JP Nagar
Rajdhani Thali Restaurant,Yes,Yes,3.9,564,Bannerghatta Road,Casual Dining,"Mango Lassi, Dhokla, Khichda, Rajdhani Thali, Rabri, Buttermilk, Sweet Dal",North Indian,900.0,Delivery,JP Nagar
Karavali Family Restaurant,Yes,No,3.5,90,Jayanagar,Casual Dining,Biryani,"Seafood, Biryani, South Indian, North Indian, Chinese",500.0,Delivery,JP Nagar
Food Republic Resto,Yes,No,3.3,43,Kumaraswamy Layout,Casual Dining,Biryani,"North Indian, Chinese",700.0,Delivery,JP Nagar
Cross Road Cafe,Yes,No,3.9,91,Jayanagar,Cafe,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali","Cafe, Fast Food, Chinese",300.0,Delivery,JP Nagar
Skytouch Le Cafe,Yes,No,3.7,127,JP Nagar,Cafe,"Pizza, Pasta, Bubble Tea, Brownie, Pancakes, Cheesy Garlic Bread, Chocolate Waffles","Cafe, Italian, Desserts",700.0,Delivery,JP Nagar
Sambram Biriyani Paradise,Yes,No,3.6,96,JP Nagar,Casual Dining,Biryani,"Biryani, North Indian, Chinese",600.0,Delivery,JP Nagar
Athithi Grand Restaurant,Yes,No,3.0,74,Kanakapura Road,Casual Dining,Chicken Guntur,"Andhra, North Indian, Chinese",700.0,Delivery,JP Nagar
Kakal-Kai Ruchi,Yes,No,3.7,218,JP Nagar,Casual Dining,"Masala Dosa, Babycorn Manchurian, Filter Coffee, Chaat, Dahipuri, Masala Papad, Raagi Dosa","North Indian, South Indian, Chinese",500.0,Delivery,JP Nagar
Bangaliana,Yes,No,2.9,154,Bannerghatta Road,Quick Bites,"Masala Prawn, Mutton Kosha, Thali, Fish Cutlet, Mutton Curry, Luchi, Fish Finger",Bengali,600.0,Delivery,JP Nagar
Cafe Hops,No,No,3.7,24,JP Nagar,Dessert Parlor,Biryani,"Desserts, Bakery",300.0,Delivery,JP Nagar
Delifusion - Hunger Sorted,Yes,No,3.3,6,Bannerghatta Road,Quick Bites,Biryani,"Continental, Chinese, North Indian",500.0,Delivery,JP Nagar
Just Bake,Yes,No,2.6,22,Bannerghatta Road,"Bakery, Quick Bites",Biryani,"Bakery, Desserts",400.0,Delivery,JP Nagar
Tandoor Garden,Yes,No,3.6,71,BTM,Quick Bites,"Tandoori Chicken, Butter Naan, Kadai Paneer, Pepper Chicken","North Indian, Chinese, Kebab",350.0,Delivery,JP Nagar
Knight Ryders,Yes,No,3.4,239,BTM,Delivery,Biryani,"North Indian, Chinese",400.0,Delivery,JP Nagar
Sreeraj Lassi Bar,Yes,No,4.1,210,Jayanagar,"Dessert Parlor, Beverage Shop","Faluda, Mango Lassi, Sweet Lassi, Fruit Salad, Shrikhand, Matka Kulfi, Pudina Lassi","Beverages, Desserts",150.0,Delivery,JP Nagar
Nandhana Palace,No,Yes,4.3,1079,JP Nagar,"Casual Dining, Bar","Bamboo Chicken, Chicken Guntur, Mutton Bone Soup, Chicken Boneless Biryani, Hyderabadi Biryani, Chicken Kshatriya, Vegetable Biryani","Andhra, Biryani, North Indian, Chinese",800.0,Delivery,JP Nagar
New Prashanth Hotel,Yes,No,3.6,142,Jayanagar,Casual Dining,"Ragi Mudde, Lemon Chicken, Chilli Chicken, Chicken Curry, Mutton Chops, Mutton Biryani","South Indian, Biryani, Chinese, North Indian",750.0,Delivery,JP Nagar
Arun Icecreams,No,No,3.4,6,JP Nagar,Dessert Parlor,Biryani,Ice Cream,200.0,Delivery,JP Nagar
Flow - Terrace Bar & Grill,No,No,3.8,82,JP Nagar,"Lounge, Bar","Cocktails, Pizza, Chicken Tikka, Fish, Burgers, Nachos, Almond Flakes","Pizza, Continental, North Indian, Chinese",1000.0,Delivery,JP Nagar
Aniram's,Yes,No,4.1,740,JP Nagar,Delivery,"Chilli Chicken, Butter Chicken, Kadhai Paneer, Hyderabadi Chicken Biryani, Jeera Rice, Ghee Rice, Chicken Masala","Chinese, North Indian",500.0,Delivery,JP Nagar
Chaatimes,Yes,No,4.2,9,BTM,Quick Bites,Biryani,"Street Food, Fast Food",250.0,Delivery,JP Nagar
Crafted Plate,Yes,Yes,4.2,239,JP Nagar,"Casual Dining, Cafe","Burgers, Egg Salad, Pasta, Pancakes, Lasagne, Pizza, Lime Soda","Cafe, Asian, Burger, Continental, Italian, Salad",600.0,Delivery,JP Nagar
Chulha Chauki Da Dhaba,Yes,No,4.3,2420,JP Nagar,Casual Dining,"Chilli Babycorn, Egg Chilli, Chicken Curry, Sweet Lassi, Palak Paneer, Chaach, Butter Chicken",North Indian,800.0,Delivery,JP Nagar
Ifruit Ice Cream,Yes,No,3.3,4,Kumaraswamy Layout,Dessert Parlor,Biryani,"Desserts, Ice Cream",150.0,Delivery,JP Nagar
Advika Briyani Center,No,No,3.2,10,JP Nagar,Delivery,Biryani,Biryani,300.0,Delivery,JP Nagar
BIB - Breakfast in the Box,Yes,No,3.8,86,Bannerghatta Road,Delivery,"Chicken Burger, English Breakfast, Corn Sandwich, French Fries, Bacon Fry, Beef Burger, Omelette","American, Sandwich",600.0,Delivery,JP Nagar
Desi Rasoi,Yes,Yes,3.8,362,Jayanagar,Casual Dining,"Hara Bhara Kebab, Lunch Buffet, Naan, Babycorn Manchurian, Malai Kofta, Noodles, Gulab Jamun","Biryani, North Indian, Chinese, Rajasthani",600.0,Delivery,JP Nagar
Ambara Gardenia,Yes,Yes,3.8,256,Bannerghatta Road,Casual Dining,"Fish Fry, Crab Sukha, Chicken Biryani, Fish Curry, Murgh Ghee Roast, Roti, Naan","Andhra, North Indian, Chinese, Seafood",800.0,Delivery,JP Nagar
New Karawali Lunch Home,Yes,No,3.5,20,Bannerghatta Road,Quick Bites,Biryani,Mangalorean,350.0,Delivery,JP Nagar
Cariocake,No,No,3.9,56,JP Nagar,Bakery,Biryani,"Bakery, Desserts",350.0,Delivery,JP Nagar
Ugadi,No,No,2.9,177,Jayanagar,Casual Dining,"Prawn Biryani, Andhra Meal, Veg Thali, Fry Piece Biryani, Gongura Chicken, Paratha","North Indian, Chinese, Biryani, Andhra, Mangalorean",700.0,Delivery,JP Nagar
Punjabi Corner,Yes,No,3.9,202,Bannerghatta Road,Quick Bites,"Paratha, Chicken Curry","North Indian, Chinese",250.0,Delivery,JP Nagar
Shanghai Court,Yes,No,4.2,421,Bannerghatta Road,Casual Dining,"Chicken Manchow Soup, Hunan Chicken, Pad Thai, Singapore Noodles, Dragon Rolls, Momos, Thai Red Curry","Chinese, Thai",700.0,Delivery,JP Nagar
Kababish Restaurant,Yes,No,3.6,15,BTM,Quick Bites,Biryani,"North Indian, Chinese, Arabian",700.0,Delivery,JP Nagar
Anand Sweets and Savouries,Yes,No,3.9,84,Jayanagar,Sweet Shop,"Dahi Papadi Chaat, Papdi Chaat, Bhel Puri, Paratha, Kachori, Thali, Masala Poori","Mithai, Street Food",400.0,Delivery,JP Nagar
